AGENCY,DESCRIPTION,UPLOADED ON,LINK,VALUE
USAID,"Renewal of renting TDY Suite/apartment at Notre-Dame hotel in Jerusalem for the use of mission employees. A rental fee of $3167 per month. Total of the rent per year is $ 38000. Additional 40 nights @ a price of $200 per night total of $8000. Payment of the additional night will be paid monthly on actual use. Performance period: The performance period of this purchase order is from Oct 1, 2025 through Sept 30,2026 with an option period of an additional two years through Sept 30, 2028 subject to the availability of funds appropriated annually by the Congress of the United States of America. The contract for the convenience of the government may be terminated in full or in part at any time with an advance notice of two weeks. Payment Method: Annual payment will be paid in advance to cover the cost of the annual rent of the apartment only. The additional $ 8000 will be paid on actual use approved by Travel office. No VAT is needed under this Purchase Order. A & A Specialist – Suheil Ghattas",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029425P00014&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$46,000 "
USAID,The purpose of this contract is to procure the services of a Contractor for the implementation of the Afghanistan Value Chains - Livestock activity.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72030618C00011&modNumber=P00018&idvAgencyID=&idvPIID=&contractType=AWARD,"$75,672,170 "
USAID,"Afghanistan Monitoring, Evaluation, and Learning Activity (AMELA)",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72030619C00004&modNumber=P00031&idvAgencyID=&idvPIID=&contractType=AWARD,"$44,848,003 "
USAID,New Task Order under Solicitation # 72030621Q00001 to provide financial and close-out audit of costs incurred in Afghanistan of the USAID Resources Managed by the implementing partners under the respective awards specified in Group C as described in Section C of the Solicitation.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72030621M00002&modNumber=P00006&idvAgencyID=&idvPIID=GS23F056AA&contractType=AWARD,"$395,216 "
USAID,The purpose of this contract is to provide technical services under the Women and Men in Agriculture (WAMA) Activity for USAID Afghanistan Mission as described in the Section C of the contract,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72030624C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$59,910,649 "
USAID,Apple Mobility Mobile Device IDIQ,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72030624F00001&modNumber=P00001&idvAgencyID=&idvPIID=72MC1023D00002&contractType=AWARD,"$57,501 "
USAID,"The purpose of this Blanket Purchase Agreement (BPA) Call Order, under MENA-ISS BPA number 72028021A00002 with Vistant, is to procure HR Specialist, Mid Level A&A Specialist and Sr. Program Analyst Services for USAID/ Afghanistan. A&A Specialist, Base Period: April 08, 2024 – September 30, 2024, Option 6 Months HR Specialist, Base Period: April 08, 2024 – May 31, 2024 Sr. Economic Program Analyst, Base Period: May 01, 2024 – April 30, 2025",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72030624F50001&modNumber=P00001&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$646,971 "
USAID,Program Manager - Junior Services - Amber Kainz - USAID/Afghanistan,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72030624F50003&modNumber=0&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$433,824 "
USAID,"USAID Nepal Engineering Services serves to support USAID/Nepal Technical Offices in the provision of engineering services, providing oversight on other construction awards.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036723F00001&modNumber=P00003&idvAgencyID=&idvPIID=7200AA21D00014&contractType=AWARD,"$8,212,739 "
USAID,"The purpose of the USAID Agriculture Transformation activity is to catalyze Nepal inclusive agricultural transformation through improved productivity, competitiveness, women's economic advancement, and climate resilience. The activity will focus on the following specific objectives: Objective 1: Agricultural productivity, competitiveness, and diversification increased. Objective 2: Enabling environment for private sector investment in agriculture and equitable access to market systems improved. Objective 3: Climate and economic resilience of women, youth, and marginalized communities enhanced. Objective 4: Capacity of national agricultural research institutions and extension systems strengthened.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036724C00002&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$56,000,000 "
USAID,"USAID Health Learning is to assist Health Office (HO) and its implementing partners (IPs) to adopt uniform and systematic monitoring, evaluation, research, and learning (MERL) activities to advance broader organizational learning and development efforts. USAID Health Learning will assist the USAID/Nepal HO and especially its IPs in the following interlinked objectives: 1) Program monitoring and assessments: Strengthen USAID/Nepal's HO and its IPs program management and decision-making processes by providing high-quality, disaggregated data collected from surveys, research, and assessments. 2) Knowledge management: Improve USAID/Nepal's HO, its IPs, and federal, provincial, and local governments' learning and knowledge management functions by increasing the availability of timely, high quality evidence. 3) Capacity building: Strengthen the MERL capacity of USAID/Nepal HO?s local partners and federal, provincial, and local governments in MERL.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036724C00003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,999,194 "
USAID,Retain the Gardener at Temple house during the transition of the Mission Directors who will maintain the garden and premises.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036724P00006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,919 "
USAID,Curved monitor - to procure 80 units for USAID/Nepal,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036724P00009&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$63,359 "
USAID,To procure 20 units of OE funded iPhones to replace the old phones,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036724P00021&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$33,098 "
USAID,"The purpose of the GID learning series 2024 - 2025 is to help USAID implementing partners to improve programming to the most marginalized groups in Nepal and increase local participation during design, implementation, and monitoring, evaluation, and learning (MEL).",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036724P00029&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$43,425 "
USAID,USAID/Nepal requires the services of a qualified consulting firm to support USAID's Mission Action Plan for Local Staff (FSN) Empowerment.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036724P00030&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$99,420 "
USAID,"The goal of USAID Nepal Health Surveys is to support the Government of Nepal's (GON) Ministry of Health and Population (MOHP) in designing and implementing two large-scale, nationally-representative surveys- the 2025 Nepal Health Facility Survey (NHFS) and the 2026 Nepal Demographic and Health Survey (NDHS).",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036725C00001&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,464,064 "
USAID,"The purpose of this contract is to expand and strengthen the Mission’s capacity and resources so the Mission is better able to operate as a learning organization that will strengthen development effectiveness in both Sri Lanka and Maldives. The Contractor will work closely with USAID/Sri Lanka and Maldives to drive the learning agenda forward, ensuring that monitoring, evaluating, reporting, and outreach are clearly fact-based and inclusive. By providing services and building capacity in a wide range of monitoring, evaluation, and learning (MEL) functions, including documentation for reporting and outreach, this Activity will strengthen the Mission as a learning organization. Ultimately, this activity will help USAID/Sri Lanka and Maldives deliver better development results and share information in support of Mission’s new 2020-2025 Country Development Cooperation Strategy (CDCS) for Sri Lanka. As requested, the activity will also include support for the Mission’s portfolio in Maldives and in support of the Mission’s planned strategy for Maldives.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038322M00001&modNumber=P00003&idvAgencyID=&idvPIID=47QRAD20D1143&contractType=AWARD,"$7,201,180 "
USAID,USAID Sri Lanka-Maldives Outreach Support Activity,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038324P00009&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$33,550 "
USAID,"The USAID Sri Lanka-Maldives Outreach and Media Services Support Activity will strengthen the Missions strategic communications and outreach to achieve our development objectives for Sri Lanka and Maldives. USAID requests the professional services of a full-service public relations/marketing firm to provide a wide range of high-quality communications and outreach services to the Mission, including but not limited to, photography, videography, infographics, event planning and staging, social media content, publications, translations as needed, and media outreach and analysis.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038324P00012&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$88,000 "
USAID,"Team and Individual Coaching/Facilitation Services Selected Vendor : Bean Group PLC Purpose To provide tailored coaching and facilitation services to a team of nine (9) members, including individual coaching, team coaching, and specific leadership coaching for the Office Director (OD) and two Deputy ODs. Deliverables ¿ Individual coaching sessions for each team member (45-60 minutes each). ¿ Daily team coaching sessions (1-2 hours or as recommended by the offeror). ¿ Customized training materials and tools. ¿ A specialized coaching plan for the OD and Deputy ODs. ¿ Monthly virtual follow-up coaching sessions for six months. ¿ Regular progress reports to the FO and EXO, including a final report summarizing initial findings from the assessment, ways in which the team has achieved gradual progress in their action plans, key insights, and long-term recommendations. Duration: One week (5 consecutive working days) to be delivered in October 2024, followed by six months of virtual follow-up coaching. Location: On-site in Colombo, Sri Lanka for the initial one-week period and virtual sessions for follow-up Coaching Payment Terms: Firm Fixed Price Contract - payment upon receipt of deliverables and invoice ¿ Initial Assessment and Development of one-week team coaching agenda - 25% ¿ Delivery of one-week team coaching kick-off - 30% ¿ Monthly coaching sessions (6 months) - 5% per month (30% for all six months) ¿ Final Assessment and Reporting - 15%",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038324P00016&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$42,811 "
USAID,To acquire services from local law firm to provide legal and strategy advice.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038621P00014&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$65,069 "
USAID,Hiring Gardner services for USAID India Mission for a period of 4 years.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038622P00011&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$26,750 "
USAID,"The duration of the Purchase Order will initially be for six months and may be extended in additional six-month increments, up to a maximum of five years, subject to the availability of funds.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038623P00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$34,280 "
USAID,"The purpose of the Forest-PLUS 3.0 Activity is to provide technical assistance that supports the Government of India to strengthen sustainable, inclusive and data-driven management of forest landscapes. Specifically, the Activity will build on, scale up, and institutionalize at a national level the solutions developed and piloted by Forest-PLUS 2.0 to support India’s forest-based climate mitigation commitments by: (1) improving the sustainable management and eco-restoration of forest landscapes through technological innovations; and (2) strengthening the institutional and enabling environment for inclusive and resilient forest ecosystems.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038624C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$8,998,909 "
USAID,Procurement of iPhones,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038624F00002&modNumber=P00001&idvAgencyID=&idvPIID=72MC1023D00002&contractType=AWARD,"$80,505 "
USAID,Procurement of Tableau and ArcGIS licenses via DataSeed,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038624F50001&modNumber=P00001&idvAgencyID=&idvPIID=72MC1020A00001&contractType=AWARD,"$29,163 "
USAID,"To issue a purchase order Training for USAID staff on "" Empowering Innovation and Entrepreneurship in the Development Sector"". The total cost for this program for two cohorts is $300,000, the first session will happen in June 2025 and the second in November 2025 in D.C.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038625P00005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$300,000 "
USAID,"Pillar 3, Part 2: Videography and Film Production",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038824F50001&modNumber=P00001&idvAgencyID=&idvPIID=72038823A00002&contractType=AWARD,"$49,667 "
